### DATA:
#
# 2167
#      Q             I(Q)           Error     
2.28456382E-01  6.97237372E-01  3.11953923E-02
2.28898687E-01  7.09801821E-01  3.18750743E-02
2.29340989E-01  7.12419355E-01  3.21869592E-02
2.29783289E-01  7.49965619E-01  3.35336565E-02
2.30225586E-01  7.73333377E-01  3.49614681E-02
2.30667880E-01  7.91900413E-01  3.53288646E-02
2.31110172E-01  7.76326895E-01  3.55272236E-02
2.31552461E-01  8.19055703E-01  3.61971861E-02
2.31994748E-01  8.07678926E-01  3.70281644E-02
2.32437032E-01  8.05512056E-01  3.61845162E-02
2.32879314E-01  8.39469866E-01  3.78004195E-02
2.33321593E-01  8.46602345E-01  3.78118825E-02
2.33763869E-01  8.76461379E-01  3.87855990E-02
2.34206143E-01  8.58983247E-01  3.85616301E-02
2.34648414E-01  8.83055589E-01  3.93253461E-02
2.35090683E-01  9.23422408E-01  4.05422655E-02
2.35532949E-01  9.16673945E-01  4.06980548E-02
2.35975212E-01  9.41991613E-01  4.18297462E-02
2.36417473E-01  9.52648077E-01  4.34067361E-02
2.36859731E-01  9.50695708E-01  4.15756644E-02
2.37301986E-01  9.76799461E-01  4.34850414E-02
2.37744239E-01  9.84295824E-01  4.51001378E-02
2.38186489E-01  1.03302747E+00  4.48851494E-02
2.38628737E-01  1.04644675E+00  4.73483190E-02
2.39070981E-01  1.07566759E+00  4.83490980E-02
2.39513223E-01  1.06955012E+00  4.88268029E-02
2.39955463E-01  1.07675870E+00  4.86966964E-02
2.40397700E-01  1.11618620E+00  5.02298114E-02
2.40839934E-01  1.08789201E+00  4.85468981E-02
2.41282165E-01  1.14784265E+00  5.02575867E-02
2.41724394E-01  1.10423275E+00  4.98184395E-02
2.42166620E-01  1.12383151E+00  5.13758391E-02
2.42608843E-01  1.22826410E+00  5.42894480E-02
2.43051064E-01  1.19671970E+00  5.49469774E-02
2.43493282E-01  1.22656341E+00  5.48489229E-02
2.43935497E-01  1.23914241E+00  5.53294492E-02
2.44377709E-01  1.28374862E+00  5.81957959E-02
2.44819919E-01  1.31823355E+00  5.85107941E-02
2.45262126E-01  1.26783261E+00  5.75610033E-02
2.45704330E-01  1.32507736E+00  5.97567722E-02
2.46146532E-01  1.33705698E+00  6.11120839E-02
2.46588730E-01  1.38716536E+00  6.24238410E-02
2.47030926E-01  1.36007177E+00  6.11034507E-02
2.47473120E-01  1.33852082E+00  6.02172274E-02
2.47915310E-01  1.47090582E+00  6.64800376E-02
2.48357498E-01  1.44963980E+00  6.64400546E-02
2.48799683E-01  1.46183362E+00  6.60093067E-02
2.49241865E-01  1.47440313E+00  6.67388605E-02
2.49684045E-01  1.48699707E+00  6.70105524E-02
2.50126221E-01  1.53197731E+00  6.84855746E-02
2.50568395E-01  1.52782893E+00  7.02512385E-02
2.51010566E-01  1.55658167E+00  7.20920955E-02
2.51452734E-01  1.57365329E+00  7.22629489E-02
2.51894900E-01  1.63743390E+00  7.35166111E-02
2.52337062E-01  1.64359131E+00  7.51250365E-02
2.52779222E-01  1.62559699E+00  7.46805560E-02
2.53221379E-01  1.70137491E+00  7.79218424E-02
2.53663533E-01  1.66612540E+00  7.53369777E-02
2.54105685E-01  1.75012018E+00  8.14567503E-02
2.54547833E-01  1.75411539E+00  8.04979037E-02
2.54989979E-01  1.74443238E+00  7.98889814E-02
2.55432122E-01  1.86945274E+00  8.55652653E-02
2.55874262E-01  1.80950160E+00  8.23015626E-02
2.56316399E-01  1.86416015E+00  8.65620897E-02
2.56758533E-01  1.89877608E+00  8.74396415E-02
2.57200665E-01  1.93894408E+00  8.88567614E-02
2.57642793E-01  1.98532432E+00  9.03864368E-02
2.58084919E-01  1.97167945E+00  9.24390282E-02
2.58527042E-01  2.04358587E+00  9.49382398E-02
2.58969162E-01  1.95927635E+00  9.19492027E-02
2.59411279E-01  2.05275009E+00  9.52538182E-02
2.59853393E-01  2.10466280E+00  9.83489006E-02
2.60295504E-01  2.06756541E+00  9.63961168E-02
2.60737612E-01  2.19111963E+00  1.01491809E-01
2.61179718E-01  2.17491377E+00  1.03406143E-01
2.61621820E-01  2.26288544E+00  1.04780386E-01
2.62063920E-01  2.26177679E+00  1.06677365E-01
2.62506017E-01  2.25329661E+00  1.04731966E-01
2.62948110E-01  2.32350758E+00  1.08197644E-01
2.63390201E-01  2.30940153E+00  1.10313420E-01
2.63832289E-01  2.40877467E+00  1.12507873E-01
2.64274374E-01  2.38373154E+00  1.11049539E-01
2.64716456E-01  2.44159708E+00  1.16034424E-01
2.65158535E-01  2.44674341E+00  1.15681655E-01
2.65600611E-01  2.44914039E+00  1.16455385E-01
2.66042684E-01  2.57033604E+00  1.18200043E-01
2.66484754E-01  2.55361684E+00  1.21835776E-01
2.66926822E-01  2.65961754E+00  1.26515471E-01
2.67368886E-01  2.65553555E+00  1.25082748E-01
2.67810947E-01  2.65828363E+00  1.26612369E-01
2.68253005E-01  2.80400004E+00  1.30104688E-01
2.68695061E-01  2.69996164E+00  1.29138591E-01
2.69137113E-01  2.86496137E+00  1.37685941E-01
2.69579162E-01  2.84577880E+00  1.37397854E-01
2.70021208E-01  2.86835723E+00  1.36263867E-01
2.70463252E-01  2.94119919E+00  1.39754080E-01
2.70905292E-01  2.89863499E+00  1.39675098E-01
2.71347329E-01  3.14142482E+00  1.51225012E-01
2.71789363E-01  3.01092838E+00  1.44271675E-01
2.72231394E-01  3.19685228E+00  1.54744054E-01
2.72673423E-01  3.13853380E+00  1.53221546E-01
2.73115448E-01  3.11171533E+00  1.51956122E-01
2.73557470E-01  3.37663914E+00  1.63660064E-01
2.73999489E-01  3.29991635E+00  1.59812233E-01
2.74441505E-01  3.45606006E+00  1.66896530E-01
2.74883518E-01  3.35705059E+00  1.63708469E-01
2.75325527E-01  3.47948398E+00  1.68353614E-01
2.75767534E-01  3.53177188E+00  1.73231521E-01
2.76209538E-01  3.55135138E+00  1.75154694E-01
2.76651538E-01  3.68486719E+00  1.81141228E-01
2.77093536E-01  3.62488629E+00  1.79941572E-01
2.77535530E-01  3.77748918E+00  1.88009175E-01
2.77977522E-01  3.79697090E+00  1.88656240E-01
2.78419510E-01  3.75873911E+00  1.87777897E-01
2.78861495E-01  4.13783167E+00  2.02936149E-01
2.79303477E-01  3.95752732E+00  1.99767701E-01
2.79745456E-01  4.09570738E+00  2.03955320E-01
2.80187432E-01  4.11505419E+00  2.07339548E-01
2.80629404E-01  4.11220781E+00  2.07175468E-01
2.81071374E-01  4.27535122E+00  2.12994699E-01
2.81513340E-01  4.08699702E+00  2.07448744E-01
2.81955304E-01  4.42842576E+00  2.22777542E-01
2.82397264E-01  4.30708013E+00  2.21136732E-01
2.82839221E-01  4.50238378E+00  2.27077393E-01
2.83281175E-01  4.51374874E+00  2.28304022E-01
2.83723125E-01  4.37531862E+00  2.25427634E-01
2.84165073E-01  4.83702012E+00  2.44099378E-01
2.84607017E-01  4.68691213E+00  2.42515873E-01
2.85048958E-01  4.91867829E+00  2.50088641E-01
2.85490896E-01  4.86224059E+00  2.49955459E-01
2.85932831E-01  4.82698956E+00  2.55888556E-01
2.86374763E-01  5.25997352E+00  2.68312034E-01
2.86816691E-01  4.87980226E+00  2.57193929E-01
2.87258617E-01  5.41139769E+00  2.79580822E-01
2.87700539E-01  5.36495607E+00  2.79472091E-01
2.88142458E-01  5.34416062E+00  2.83440197E-01
2.88584373E-01  5.58748726E+00  2.88690690E-01
2.89026286E-01  5.32972586E+00  2.86078099E-01
2.89468195E-01  5.77812739E+00  3.02518220E-01
2.89910101E-01  5.68523568E+00  3.02788173E-01
2.90352004E-01  5.84378403E+00  3.14515250E-01
2.90793903E-01  5.96269242E+00  3.16726779E-01
2.91235799E-01  5.63527421E+00  3.07227852E-01
2.91677692E-01  6.35875548E+00  3.34931103E-01
2.92119582E-01  5.99985784E+00  3.20432074E-01
2.92561469E-01  6.37367155E+00  3.45257484E-01
2.93003352E-01  6.37823331E+00  3.47433866E-01
2.93445232E-01  6.46793798E+00  3.55502119E-01
2.93887109E-01  6.71243933E+00  3.64835343E-01
2.94328982E-01  6.38062060E+00  3.47154538E-01
2.94770852E-01  6.87364156E+00  3.79075908E-01
2.95212719E-01  6.73919968E+00  3.73549612E-01
2.95654583E-01  7.19341482E+00  4.02957515E-01
2.96096443E-01  7.06015066E+00  3.96012994E-01
2.96538300E-01  7.02344009E+00  3.94133371E-01
2.96980154E-01  7.66913842E+00  4.33211466E-01
2.97422004E-01  7.27876230E+00  4.15128346E-01
2.97863851E-01  7.81110147E+00  4.44997532E-01
2.98305695E-01  7.71237150E+00  4.38099929E-01
2.98747536E-01  7.67578157E+00  4.43324039E-01
2.99189373E-01  8.34051565E+00  4.78681566E-01
2.99631207E-01  7.93131630E+00  4.54184394E-01
3.00073037E-01  8.55230318E+00  5.04341715E-01
3.00514864E-01  8.45482380E+00  4.92363564E-01
3.00956688E-01  8.75399166E+00  5.18570932E-01
3.01398508E-01  9.06470196E+00  5.47464945E-01
3.01840325E-01  8.47584225E+00  5.02042200E-01
3.02282139E-01  9.64904313E+00  5.76464436E-01
3.02723949E-01  9.06378127E+00  5.47940369E-01
3.03165756E-01  1.00892229E+01  6.13077058E-01
3.03607560E-01  9.54766103E+00  5.88744872E-01
3.04049360E-01  9.39603942E+00  5.74534902E-01
3.04491157E-01  1.07903113E+01  6.70837458E-01
3.04932950E-01  9.86609857E+00  6.21795461E-01
3.05374740E-01  1.08104856E+01  6.87558428E-01
3.05816527E-01  1.04305636E+01  6.73118407E-01
3.06258310E-01  1.11182027E+01  7.10610798E-01
3.06700090E-01  1.14396363E+01  7.37989203E-01
3.07141867E-01  1.06640677E+01  7.07791073E-01
3.07583640E-01  1.25610056E+01  8.32098939E-01
3.08025409E-01  1.13490955E+01  7.59997466E-01
3.08467175E-01  1.24775237E+01  8.25839046E-01
3.08908938E-01  1.21549843E+01  8.10076843E-01
3.09350697E-01  1.15530483E+01  7.76979137E-01
3.09792453E-01  1.33289907E+01  8.78946080E-01
3.10234205E-01  1.20196290E+01  7.91880960E-01
3.10675954E-01  1.24823526E+01  8.04420166E-01
3.11117700E-01  1.20662861E+01  7.87305010E-01
3.11559442E-01  1.16319439E+01  7.60643287E-01
3.12001180E-01  1.20652778E+01  7.77264258E-01
3.12442915E-01  1.13678705E+01  7.49064860E-01
3.12884647E-01  1.08019941E+01  6.75462778E-01
3.13326375E-01  1.13142811E+01  7.50370704E-01
3.13768099E-01  1.04507312E+01  6.97683866E-01
3.14209820E-01  1.12920865E+01  7.46087190E-01
3.14651538E-01  1.08439984E+01  7.31536741E-01
3.15093252E-01  1.05479512E+01  6.90273012E-01
3.15534963E-01  1.09020050E+01  7.39201278E-01
3.15976670E-01  1.06760566E+01  7.03098284E-01
3.16418373E-01  1.09468076E+01  7.08777588E-01
3.16860073E-01  1.06589369E+01  7.20505510E-01
3.17301770E-01  1.12981173E+01  7.14766364E-01
3.17743463E-01  1.16068562E+01  7.77898946E-01
3.18185152E-01  1.24448307E+01  8.63017118E-01
3.18626838E-01  1.17941252E+01  8.34281882E-01
3.19068521E-01  1.31823889E+01  1.01647274E+00
3.19510199E-01  1.17633823E+01  8.44975773E-01
3.19951875E-01  1.21958680E+01  8.99391548E-01
3.20393546E-01  1.26655492E+01  9.36316937E-01
3.20835214E-01  1.20616757E+01  8.20572310E-01
3.21276879E-01  1.18024963E+01  7.86513876E-01
3.21718540E-01  1.11992864E+01  7.31577270E-01
3.22160197E-01  1.10505189E+01  7.24244809E-01
3.22601851E-01  1.06206835E+01  6.73984698E-01
3.23043501E-01  1.08659858E+01  7.15286637E-01
3.23485148E-01  1.04329415E+01  6.83437621E-01
3.23926791E-01  1.08539669E+01  7.10112792E-01
3.24368430E-01  1.07008450E+01  7.10966059E-01
3.24810066E-01  1.08895463E+01  7.06182023E-01
3.25251698E-01  1.09161685E+01  7.27462521E-01
3.25693327E-01  1.09112602E+01  6.98790671E-01
3.26134952E-01  1.11512690E+01  7.35452192E-01
3.26576573E-01  1.11013557E+01  6.98339317E-01
3.27018191E-01  1.17599650E+01  7.47029800E-01
3.27459805E-01  1.11117009E+01  7.13783669E-01
3.27901415E-01  1.23816906E+01  7.62338367E-01
3.28343022E-01  1.15683195E+01  7.36493177E-01
3.28784625E-01  1.27765128E+01  7.96789132E-01
3.29226224E-01  1.25476431E+01  8.00146988E-01
3.29667820E-01  1.13267604E+01  7.39216540E-01
3.30109412E-01  1.34038278E+01  8.50610383E-01
3.30551000E-01  1.16961876E+01  7.51890969E-01
3.30992585E-01  1.30110416E+01  8.50155500E-01
3.31434166E-01  1.16035844E+01  7.28408351E-01
3.31875744E-01  1.19007328E+01  7.60938224E-01
3.32317317E-01  1.17777295E+01  7.35721232E-01
3.32758887E-01  1.05243380E+01  6.59015210E-01
3.33200454E-01  1.18698441E+01  7.35801255E-01
3.33642016E-01  1.06487413E+01  6.48649336E-01
3.34083575E-01  1.12020187E+01  6.83339154E-01
3.34525130E-01  1.04284938E+01  6.21646284E-01
3.34966681E-01  9.69543965E+00  5.82373702E-01
3.35408229E-01  1.07129557E+01  6.28274683E-01
3.35849773E-01  9.45067910E+00  5.54860665E-01
3.36291313E-01  1.02677699E+01  5.90565393E-01
3.36732850E-01  9.27243897E+00  5.34236995E-01
3.37174383E-01  9.34952121E+00  5.42867506E-01
3.37615912E-01  9.57263476E+00  5.46387605E-01
3.38057437E-01  8.57129950E+00  4.87192342E-01
3.38498958E-01  9.48448174E+00  5.34965227E-01
3.38940476E-01  8.60876730E+00  4.79645125E-01
3.39381990E-01  8.88584877E+00  4.98788054E-01
3.39823500E-01  8.55674540E+00  4.78173233E-01
3.40265006E-01  8.12012120E+00  4.51481011E-01
3.40706509E-01  8.85699300E+00  4.88343636E-01
3.41148008E-01  7.92875129E+00  4.27797294E-01
3.41589503E-01  8.23060657E+00  4.49541078E-01
3.42030994E-01  7.75578356E+00  4.20890909E-01
3.42472481E-01  7.58980738E+00  4.07666973E-01
3.42913965E-01  7.91179207E+00  4.22687086E-01
3.43355445E-01  7.28914231E+00  3.83480584E-01
3.43796921E-01  7.75599940E+00  4.09611146E-01
3.44238393E-01  7.27752733E+00  3.89201607E-01
3.44679861E-01  7.32298956E+00  3.82084845E-01
3.45121325E-01  7.25471673E+00  3.79435995E-01
3.45562786E-01  6.69871901E+00  3.46527268E-01
3.46004243E-01  7.25822195E+00  3.72463288E-01
3.46445696E-01  6.45779514E+00  3.32428241E-01
3.46887145E-01  6.85817360E+00  3.46895039E-01
3.47328590E-01  6.68942363E+00  3.42748507E-01
3.47770031E-01  6.30409564E+00  3.21534298E-01
3.48211469E-01  6.87119742E+00  3.46446499E-01
3.48652902E-01  6.04927136E+00  3.07582148E-01
3.49094332E-01  6.47409588E+00  3.20921494E-01
3.49535758E-01  6.06214932E+00  3.08066508E-01
3.49977180E-01  6.08052759E+00  3.03893041E-01
3.50418598E-01  6.09866622E+00  3.00111411E-01
3.50860012E-01  5.74202174E+00  2.84457210E-01
3.51301422E-01  6.04511578E+00  2.93482833E-01
3.51742829E-01  5.57533082E+00  2.77336303E-01
3.52184231E-01  5.71777532E+00  2.75519318E-01
3.52625630E-01  5.52967508E+00  2.71545761E-01
3.53067024E-01  5.32746871E+00  2.63900701E-01
3.53508415E-01  5.77235673E+00  2.76692771E-01
3.53949802E-01  5.33629245E+00  2.58330348E-01
3.54391185E-01  5.51666003E+00  2.62882662E-01
3.54832564E-01  5.13230256E+00  2.47582283E-01
3.55273939E-01  5.10714751E+00  2.45630935E-01
3.55715310E-01  5.16580542E+00  2.45264188E-01
3.56156677E-01  4.78070792E+00  2.29131605E-01
3.56598040E-01  5.15249623E+00  2.40482943E-01
3.57039399E-01  4.85056473E+00  2.29767346E-01
3.57480754E-01  4.95512822E+00  2.35382204E-01
3.57922105E-01  4.77872306E+00  2.21820097E-01
3.58363452E-01  4.45628873E+00  2.10932338E-01
3.58804795E-01  4.76061845E+00  2.17549300E-01
3.59246135E-01  4.42411318E+00  2.06197363E-01
3.59687470E-01  4.59885464E+00  2.11628095E-01
3.60128801E-01  4.40674428E+00  2.02528728E-01
3.60570128E-01  4.19914439E+00  1.96227177E-01
3.61011451E-01  4.60624528E+00  2.09765921E-01
3.61452771E-01  4.19808915E+00  1.93726761E-01
3.61894086E-01  4.36161027E+00  1.98131615E-01
3.62335397E-01  4.08439429E+00  1.88050090E-01
3.62776704E-01  4.14265227E+00  1.87796932E-01
3.63218007E-01  3.99269651E+00  1.80036629E-01
3.63659306E-01  3.84324936E+00  1.73134329E-01
3.64100601E-01  4.12266064E+00  1.85122600E-01
3.64541892E-01  3.90779546E+00  1.74864272E-01
3.64983179E-01  3.92928528E+00  1.74804765E-01
3.65424462E-01  3.85028422E+00  1.72556929E-01
3.65865741E-01  3.66811762E+00  1.65764329E-01
3.66307015E-01  3.88689237E+00  1.72831365E-01
3.66748286E-01  3.63273633E+00  1.61935721E-01
3.67189553E-01  3.60072409E+00  1.55697848E-01
3.67630815E-01  3.47489701E+00  1.52970556E-01
3.68072073E-01  3.48105910E+00  1.54219940E-01
3.68513328E-01  3.68913147E+00  1.60945855E-01
3.68954578E-01  3.35284900E+00  1.48474992E-01
3.69395824E-01  3.59376618E+00  1.54957602E-01
3.69837066E-01  3.30445695E+00  1.43932218E-01
3.70278304E-01  3.34070622E+00  1.44198903E-01
3.70719538E-01  3.28014915E+00  1.41710811E-01
3.71160767E-01  3.11557596E+00  1.34703339E-01
3.71601993E-01  3.34230946E+00  1.41749328E-01
3.72043214E-01  3.07219204E+00  1.32770837E-01
3.72484432E-01  3.24498726E+00  1.38356061E-01
3.72925645E-01  3.05440074E+00  1.30893011E-01
3.73366854E-01  2.96340803E+00  1.26716047E-01
3.73808059E-01  3.09976147E+00  1.30748581E-01
3.74249259E-01  2.89971544E+00  1.23933180E-01
3.74690456E-01  2.98876714E+00  1.24655556E-01
3.75131648E-01  2.88221442E+00  1.21539480E-01
3.75572836E-01  2.85637945E+00  1.19733454E-01
3.76014020E-01  2.83574034E+00  1.18002239E-01
3.76455200E-01  2.75413021E+00  1.15558872E-01
3.76896376E-01  2.85420510E+00  1.17235761E-01
3.77337547E-01  2.67086487E+00  1.11372251E-01
3.77778715E-01  2.77618393E+00  1.17039244E-01
3.78219878E-01  2.68231043E+00  1.11098769E-01
3.78661037E-01  2.56080078E+00  1.07991109E-01
3.79102191E-01  2.69584783E+00  1.10870389E-01
3.79543342E-01  2.50547821E+00  1.05198048E-01
3.79984488E-01  2.57830540E+00  1.06465775E-01
3.80425630E-01  2.47666200E+00  1.01442040E-01
3.80866768E-01  2.47134833E+00  1.01802972E-01
3.81307901E-01  2.45536200E+00  1.00461683E-01
3.81749031E-01  2.35808889E+00  9.75354469E-02
3.82190156E-01  2.37867778E+00  9.66280781E-02
3.82631277E-01  2.30916304E+00  9.39317009E-02
3.83072393E-01  2.35010688E+00  9.43786861E-02
3.83513505E-01  2.25162797E+00  9.15474454E-02
3.83954614E-01  2.15397549E+00  8.71911712E-02
3.84395717E-01  2.23820597E+00  9.15183538E-02
3.84836817E-01  2.23890569E+00  8.89968210E-02
3.85277912E-01  2.20130793E+00  8.86783508E-02
3.85719003E-01  2.11757320E+00  8.51568655E-02
3.86160090E-01  2.11628745E+00  8.41243545E-02
3.86601172E-01  2.10739757E+00  8.47513793E-02
3.87042250E-01  1.97431419E+00  7.90117241E-02
3.87483324E-01  2.12396492E+00  8.27320124E-02
3.87924394E-01  1.98587860E+00  7.89461300E-02
3.88365459E-01  1.97023966E+00  7.77650537E-02
3.88806520E-01  1.95391828E+00  7.95977946E-02
3.89247576E-01  1.93438086E+00  7.75312642E-02
3.89688629E-01  1.89863650E+00  7.45310656E-02
3.90129676E-01  1.86073984E+00  7.48665509E-02
3.90570720E-01  1.91339991E+00  7.45140033E-02
3.91011759E-01  1.88660294E+00  7.45752618E-02
3.91452794E-01  1.78910790E+00  6.98363282E-02
3.91893825E-01  1.80822591E+00  6.95740444E-02
3.92334851E-01  1.73108212E+00  6.84935653E-02
3.92775873E-01  1.83581982E+00  7.09374354E-02
3.93216890E-01  1.72175659E+00  6.74905343E-02
3.93657903E-01  1.72223583E+00  6.61312784E-02
3.94098912E-01  1.72229547E+00  6.78206281E-02
3.94539917E-01  1.63413067E+00  6.47236071E-02
3.94980916E-01  1.66989468E+00  6.28861013E-02
3.95421912E-01  1.59708997E+00  6.29879278E-02
3.95862903E-01  1.65043246E+00  6.28744452E-02
3.96303890E-01  1.59523774E+00  6.14101378E-02
3.96744873E-01  1.56667473E+00  6.04300875E-02
3.97185851E-01  1.61080783E+00  6.03826176E-02
3.97626824E-01  1.49088561E+00  5.84682101E-02
3.98067793E-01  1.52580823E+00  5.76268758E-02
3.98508758E-01  1.47761066E+00  5.56868360E-02
3.98949718E-01  1.46461615E+00  5.67625874E-02
3.99390674E-01  1.52885126E+00  5.72053239E-02
3.99831626E-01  1.43217783E+00  5.55745929E-02
4.00272573E-01  1.49143257E+00  5.61919794E-02
4.00713515E-01  1.41163222E+00  5.33844524E-02
4.01154454E-01  1.43290081E+00  5.48126298E-02
4.01595387E-01  1.41445274E+00  5.32255281E-02
4.02036316E-01  1.35004115E+00  5.20156263E-02
4.02477241E-01  1.39080191E+00  5.22506572E-02
4.02918162E-01  1.30967413E+00  4.95485920E-02
4.03359077E-01  1.32614612E+00  4.97026611E-02
4.03799989E-01  1.25068597E+00  4.71443932E-02
4.04240896E-01  1.27791801E+00  4.82165974E-02
4.04681798E-01  1.33657643E+00  4.91758630E-02
4.05122696E-01  1.25035125E+00  4.72519362E-02
4.05563589E-01  1.27842571E+00  4.83916055E-02
4.06004478E-01  1.21857837E+00  4.52843456E-02
4.06445362E-01  1.19649519E+00  4.45321628E-02
4.06886242E-01  1.23163562E+00  4.60907491E-02
4.07327118E-01  1.14821327E+00  4.32782303E-02
4.07767989E-01  1.20577482E+00  4.40644386E-02
4.08208855E-01  1.16448314E+00  4.28815382E-02
4.08649717E-01  1.17134452E+00  4.30918889E-02
4.09090574E-01  1.13908726E+00  4.19532816E-02
4.09531427E-01  1.09756758E+00  4.12762953E-02
4.09972275E-01  1.14466582E+00  4.24077512E-02
4.10413118E-01  1.08521529E+00  3.96145510E-02
4.10853957E-01  1.11957744E+00  3.99874047E-02
4.11294792E-01  1.06851318E+00  3.98571015E-02
4.11735622E-01  1.07965242E+00  3.92759840E-02
4.12176447E-01  1.06617288E+00  3.91142677E-02
4.12617268E-01  1.05493574E+00  3.82235022E-02
4.13058084E-01  1.06488210E+00  3.96670275E-02
4.13498896E-01  1.03478227E+00  3.79807431E-02
4.13939703E-01  1.00225393E+00  3.56985487E-02
4.14380505E-01  9.75048726E-01  3.64716947E-02
4.14821303E-01  9.62147713E-01  3.60033098E-02
4.15262096E-01  9.84238428E-01  3.62137969E-02
4.15702885E-01  9.47175010E-01  3.46378852E-02
4.16143669E-01  9.64535747E-01  3.53197749E-02
4.16584448E-01  9.11035046E-01  3.33780157E-02
4.17025223E-01  9.29203389E-01  3.35850215E-02
4.17465993E-01  9.44126191E-01  3.39463671E-02
4.17906759E-01  9.02500329E-01  3.34773953E-02
4.18347520E-01  9.03015813E-01  3.27457653E-02
4.18788276E-01  8.93341391E-01  3.23731494E-02
4.19229027E-01  8.58375388E-01  3.11497003E-02
4.19669774E-01  8.74471506E-01  3.08405936E-02
4.20110517E-01  8.38555562E-01  3.12114726E-02
4.20551254E-01  8.69537379E-01  3.12851604E-02
4.20991987E-01  8.47614104E-01  3.09672233E-02
4.21432715E-01  8.47468485E-01  3.03673538E-02
4.21873439E-01  7.99730351E-01  2.90186444E-02
4.22314158E-01  7.95302984E-01  2.93902317E-02
4.22754872E-01  8.04290972E-01  2.87878484E-02
4.23195582E-01  7.66019944E-01  2.72854069E-02
4.23636287E-01  7.87666556E-01  2.79861127E-02
4.24076987E-01  7.55735961E-01  2.75112820E-02
4.24517682E-01  7.98193096E-01  2.88502724E-02
4.24958373E-01  7.74006253E-01  2.74260500E-02
4.25399059E-01  7.51574751E-01  2.75890358E-02
4.25839740E-01  7.64918217E-01  2.74469358E-02
4.26280417E-01  7.17951816E-01  2.53918610E-02
4.26721089E-01  7.23878356E-01  2.56328809E-02
4.27161756E-01  7.28902343E-01  2.54592934E-02
4.27602418E-01  6.88904334E-01  2.49130673E-02
4.28043076E-01  7.20548152E-01  2.59641090E-02
4.28483729E-01  7.03375996E-01  2.53463799E-02
4.28924377E-01  7.27613319E-01  2.61099602E-02
4.29365020E-01  6.85216622E-01  2.44099096E-02
4.29805659E-01  6.82661301E-01  2.44398440E-02
4.30246293E-01  6.75400234E-01  2.40957614E-02
4.30686922E-01  6.57007777E-01  2.34222326E-02
4.31127546E-01  6.45278665E-01  2.34252579E-02
4.31568166E-01  6.60940304E-01  2.34136114E-02
4.32008781E-01  6.73490410E-01  2.37923819E-02
4.32449390E-01  6.52832539E-01  2.30144495E-02
4.32889996E-01  6.22548762E-01  2.18552202E-02
4.33330596E-01  5.99761639E-01  2.19878280E-02
4.33771192E-01  5.93532596E-01  2.21715073E-02
4.34211782E-01  5.89338206E-01  2.13432632E-02
4.34652368E-01  5.73460798E-01  2.07890657E-02
4.35092949E-01  6.05952307E-01  2.22994155E-02
4.35533526E-01  6.04499866E-01  2.15939149E-02
4.35974097E-01  5.64094737E-01  2.07430656E-02
4.36414664E-01  5.95342605E-01  2.10936748E-02
4.36855225E-01  5.73211426E-01  2.12962726E-02
4.37295782E-01  5.77671927E-01  2.08068901E-02
4.37736335E-01  5.52224278E-01  2.05964206E-02
4.38176882E-01  5.30972513E-01  1.95976300E-02
4.38617424E-01  5.57230729E-01  1.99318565E-02
4.39057962E-01  5.50930089E-01  1.98595613E-02
4.39498494E-01  5.56095512E-01  1.99788547E-02
4.39939022E-01  5.15560197E-01  1.89667833E-02
4.40379545E-01  5.20806456E-01  1.91736769E-02
4.40820063E-01  5.49017170E-01  1.99736102E-02
4.41260576E-01  5.11006515E-01  1.87644443E-02
4.41701084E-01  5.24400119E-01  1.93691386E-02
4.42141588E-01  5.07898523E-01  1.86047029E-02
4.42582086E-01  4.90715342E-01  1.83277494E-02
4.43022580E-01  5.01850639E-01  1.83885591E-02
4.43463068E-01  4.92066281E-01  1.84623269E-02
4.43903552E-01  4.98518649E-01  1.80031911E-02
4.44344031E-01  4.58598932E-01  1.75368832E-02
4.44784505E-01  4.64050856E-01  1.73029122E-02
4.45224974E-01  4.80945565E-01  1.77303497E-02
4.45665438E-01  4.32851708E-01  1.62410855E-02
4.46105897E-01  4.62920555E-01  1.69069138E-02
4.46546351E-01  4.31455138E-01  1.58590489E-02
4.46986800E-01  4.53887372E-01  1.67430662E-02
4.47427244E-01  4.60166666E-01  1.67466467E-02
4.47867683E-01  4.42415154E-01  1.66833040E-02
4.48308118E-01  4.53283510E-01  1.69544802E-02
4.48748547E-01  4.25084116E-01  1.59623531E-02
4.49188971E-01  4.48825838E-01  1.61743811E-02
4.49629391E-01  4.25055854E-01  1.61149517E-02
4.50069805E-01  4.20924495E-01  1.53241362E-02
4.50510215E-01  3.98199622E-01  1.53777382E-02
4.50950619E-01  3.93723335E-01  1.49246642E-02
4.51391018E-01  4.17402183E-01  1.52295911E-02
4.51831413E-01  4.05604445E-01  1.48152323E-02
4.52271802E-01  3.94770430E-01  1.48547801E-02
4.52712187E-01  3.90433441E-01  1.46507597E-02
4.53152566E-01  3.86863779E-01  1.43456745E-02
4.53592940E-01  4.00289494E-01  1.51353574E-02
4.54033310E-01  4.00112571E-01  1.53430339E-02
4.54473674E-01  3.91081952E-01  1.44944430E-02
4.54914033E-01  3.79259194E-01  1.45357872E-02
4.55354388E-01  3.82919874E-01  1.46011685E-02
4.55794737E-01  3.71285042E-01  1.39933463E-02
4.56235081E-01  3.49888910E-01  1.37152502E-02
